OrderID,CustomerID,CustomerName,Email,Phone,OrderDate,ProductID,ProductName,Category,Quantity,UnitPrice,Discount,TaxRate,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,ShippingAddress,City,State,ZipCode,Country
ORD100765,CUST6943,Customer 6943,customer6943@example.com,+1-555-1373,2023-04-29 04:00:00,PRD590,Product 590,Health,5,816.92,0.25,0.08,6.78,3315.31,PayPal,Delivered,6151 Main St,City75,IL,65994,USA
ORD100766,CUST6661,Customer 6661,customer6661@example.com,+1-555-9926,2023-09-08 17:00:00,PRD535,Product 535,Automotive,6,373.38,0.17,0.08,17.92,2026.11,Debit Card,Delivered,8850 Main St,City32,MI,87549,USA
ORD100767,CUST5976,Customer 5976,customer5976@example.com,+1-555-5073,2023-08-10 17:00:00,PRD539,Product 539,Automotive,6,641.9,0.17,0.08,10.05,3462.44,Cash on Delivery,Delivered,5799 Main St,City43,NY,83880,USA
ORD100768,CUST8278,Customer 8278,customer8278@example.com,+1-555-9775,2023-10-06 04:00:00,PRD448,Product 448,Automotive,3,39.92,0.22,0.08,16.41,117.3,Credit Card,Delivered,7438 Main St,City1,OH,47181,USA
ORD100769,CUST2512,Customer 2512,customer2512@example.com,+1-555-7639,2023-12-07 10:00:00,PRD654,Product 654,Automotive,6,366.5,0.13,0.08,21.34,2087.52,Credit Card,Shipped,179 Main St,City43,TX,33005,USA
ORD100770,CUST8600,Customer 8600,customer8600@example.com,+1-555-4996,2023-04-25 08:00:00,PRD984,Product 984,Clothing,4,498.1,0.26,0.08,10.9,1603.23,Bank Transfer,Cancelled,8803 Main St,City92,CA,16774,USA
ORD100771,CUST9695,Customer 9695,customer9695@example.com,+1-555-5081,2023-02-08 06:00:00,PRD793,Product 793,Health,5,125.01,0.29,0.08,6.55,485.84,Bank Transfer,Processing,335 Main St,City30,PA,57965,USA
ORD100772,CUST3189,Customer 3189,customer3189@example.com,+1-555-7555,2023-05-04 22:00:00,PRD434,Product 434,Toys,7,867.94,0.21,0.08,9.56,5193.24,Credit Card,Cancelled,9565 Main St,City36,FL,71865,USA
ORD100773,CUST6216,Customer 6216,customer6216@example.com,+1-555-9304,2023-05-19 20:00:00,PRD179,Product 179,Electronics,4,989.53,0.15,0.08,17.66,3651.21,Debit Card,Pending,9084 Main St,City30,IL,58765,USA
ORD100774,CUST1489,Customer 1489,customer1489@example.com,+1-555-8332,2023-12-09 19:00:00,PRD202,Product 202,Electronics,9,497.65,0.0,0.08,14.86,4852.02,Debit Card,Cancelled,1920 Main St,City63,FL,67028,USA
ORD100775,CUST9844,Customer 9844,customer9844@example.com,+1-555-4122,2023-08-31 07:00:00,PRD212,Product 212,Sports,1,285.18,0.23,0.08,24.05,261.21,Cash on Delivery,Pending,4123 Main St,City24,GA,77972,USA
ORD100776,CUST3057,Customer 3057,customer3057@example.com,+1-555-2922,2023-06-04 20:00:00,PRD833,Product 833,Automotive,1,963.01,0.08,0.08,21.59,978.44,Bank Transfer,Processing,1234 Main St,City47,FL,52484,USA
ORD100777,CUST7975,Customer 7975,customer7975@example.com,+1-555-9242,2023-04-18 09:00:00,PRD970,Product 970,Books,10,664.39,0.1,0.08,7.89,6465.76,Cash on Delivery,Processing,4817 Main St,City8,MI,41903,USA
ORD100778,CUST9980,Customer 9980,customer9980@example.com,+1-555-6360,2023-07-16 07:00:00,PRD470,Product 470,Automotive,6,907.22,0.01,0.08,19.88,5839.88,Debit Card,Cancelled,188 Main St,City30,NY,35416,USA
ORD100779,CUST2377,Customer 2377,customer2377@example.com,+1-555-9581,2023-01-05 12:00:00,PRD275,Product 275,Toys,5,346.47,0.25,0.08,24.2,1427.4,Bank Transfer,Cancelled,5094 Main St,City53,TX,16294,USA
ORD100780,CUST7986,Customer 7986,customer7986@example.com,+1-555-4397,2023-09-09 21:00:00,PRD124,Product 124,Books,4,409.28,0.29,0.08,7.0,1262.34,Debit Card,Cancelled,4066 Main St,City81,OH,66426,USA
ORD100781,CUST2360,Customer 2360,customer2360@example.com,+1-555-8851,2023-10-17 06:00:00,PRD339,Product 339,Clothing,3,60.58,0.11,0.08,15.21,189.9,Debit Card,Processing,2515 Main St,City38,FL,99094,USA
ORD100782,CUST7478,Customer 7478,customer7478@example.com,+1-555-3372,2023-03-23 23:00:00,PRD768,Product 768,Toys,8,810.11,0.1,0.08,15.98,6315.4,Debit Card,Cancelled,1027 Main St,City43,CA,13614,USA
ORD100783,CUST3119,Customer 3119,customer3119@example.com,+1-555-3848,2023-03-01 16:00:00,PRD172,Product 172,Sports,10,215.55,0.05,0.08,22.16,2233.7,PayPal,Pending,5856 Main St,City96,GA,44100,USA
ORD100784,CUST5873,Customer 5873,customer5873@example.com,+1-555-7318,2023-01-06 00:00:00,PRD819,Product 819,Toys,10,370.05,0.16,0.08,19.64,3376.73,Debit Card,Pending,783 Main St,City30,OH,58077,USA
ORD100785,CUST4502,Customer 4502,customer4502@example.com,+1-555-4303,2023-09-20 11:00:00,PRD302,Product 302,Electronics,1,417.15,0.12,0.08,15.94,412.4,PayPal,Cancelled,2051 Main St,City91,FL,25587,USA
ORD100786,CUST5122,Customer 5122,customer5122@example.com,+1-555-8838,2023-02-20 01:00:00,PRD852,Product 852,Health,8,121.56,0.26,0.08,14.08,791.29,PayPal,Processing,9294 Main St,City56,NY,90595,USA
ORD100787,CUST2587,Customer 2587,customer2587@example.com,+1-555-2534,2023-05-05 00:00:00,PRD209,Product 209,Clothing,2,160.65,0.06,0.08,11.53,337.71,Bank Transfer,Delivered,9644 Main St,City22,OH,70276,USA
ORD100788,CUST4161,Customer 4161,customer4161@example.com,+1-555-7684,2023-08-03 05:00:00,PRD221,Product 221,Toys,5,571.53,0.02,0.08,21.38,3045.92,Debit Card,Delivered,8169 Main St,City41,PA,37137,USA
ORD100789,CUST3253,Customer 3253,customer3253@example.com,+1-555-6461,2023-05-25 15:00:00,PRD932,Product 932,Health,5,384.5,0.05,0.08,19.24,1991.73,Credit Card,Processing,9963 Main St,City42,TX,99985,USA
ORD100790,CUST7980,Customer 7980,customer7980@example.com,+1-555-2064,2023-11-03 22:00:00,PRD543,Product 543,Books,1,388.8,0.25,0.08,18.5,333.43,Credit Card,Cancelled,6416 Main St,City19,FL,52961,USA
ORD100791,CUST8417,Customer 8417,customer8417@example.com,+1-555-8127,2023-11-22 23:00:00,PRD667,Product 667,Sports,3,736.03,0.11,0.08,11.78,2134.2,PayPal,Pending,172 Main St,City23,GA,16690,USA
ORD100792,CUST6950,Customer 6950,customer6950@example.com,+1-555-3695,2023-02-27 11:00:00,PRD468,Product 468,Home & Garden,3,96.74,0.16,0.08,13.29,276.58,Credit Card,Cancelled,9677 Main St,City44,PA,64708,USA
ORD100793,CUST3227,Customer 3227,customer3227@example.com,+1-555-9723,2023-10-21 07:00:00,PRD710,Product 710,Clothing,1,213.48,0.2,0.08,13.92,198.37,Bank Transfer,Delivered,189 Main St,City93,NC,19259,USA
ORD100794,CUST8966,Customer 8966,customer8966@example.com,+1-555-2697,2023-09-17 14:00:00,PRD680,Product 680,Home & Garden,4,391.07,0.1,0.08,16.22,1536.7,Debit Card,Pending,3167 Main St,City50,CA,87012,USA
ORD100795,CUST6186,Customer 6186,customer6186@example.com,+1-555-5825,2023-08-07 12:00:00,PRD386,Product 386,Automotive,3,98.74,0.18,0.08,15.68,278.01,PayPal,Delivered,7908 Main St,City70,CA,31439,USA
ORD100796,CUST2122,Customer 2122,customer2122@example.com,+1-555-6369,2023-04-05 01:00:00,PRD679,Product 679,Sports,2,774.14,0.24,0.08,22.25,1293.08,Debit Card,Pending,5243 Main St,City67,OH,78089,USA
ORD100797,CUST2314,Customer 2314,customer2314@example.com,+1-555-8199,2023-02-28 15:00:00,PRD697,Product 697,Automotive,5,745.43,0.24,0.08,20.25,3079.49,PayPal,Pending,9656 Main St,City74,CA,46386,USA
ORD100798,CUST2426,Customer 2426,customer2426@example.com,+1-555-1640,2023-10-12 06:00:00,PRD579,Product 579,Health,2,305.61,0.26,0.08,11.33,499.82,PayPal,Delivered,3505 Main St,City35,MI,63043,USA
ORD100799,CUST3484,Customer 3484,customer3484@example.com,+1-555-8912,2023-08-31 04:00:00,PRD381,Product 381,Clothing,2,26.9,0.1,0.08,17.94,70.23,Cash on Delivery,Delivered,8720 Main St,City85,NY,28638,USA
ORD100800,CUST5859,Customer 5859,customer5859@example.com,+1-555-2582,2023-06-26 14:00:00,PRD570,Product 570,Toys,1,446.33,0.2,0.08,21.3,406.93,Debit Card,Pending,2995 Main St,City95,TX,18514,USA
ORD100801,CUST9271,Customer 9271,customer9271@example.com,+1-555-8089,2023-02-18 10:00:00,PRD485,Product 485,Automotive,4,327.41,0.2,0.08,15.16,1146.69,Cash on Delivery,Processing,1854 Main St,City37,TX,68636,USA
ORD100802,CUST7132,Customer 7132,customer7132@example.com,+1-555-6862,2023-12-05 20:00:00,PRD605,Product 605,Books,10,338.21,0.03,0.08,17.84,3560.93,Bank Transfer,Shipped,561 Main St,City96,IL,73291,USA
ORD100803,CUST6975,Customer 6975,customer6975@example.com,+1-555-3353,2023-11-19 00:00:00,PRD745,Product 745,Electronics,10,144.51,0.11,0.08,23.88,1412.91,Bank Transfer,Processing,1375 Main St,City33,FL,27581,USA
ORD100804,CUST7073,Customer 7073,customer7073@example.com,+1-555-3110,2023-03-06 21:00:00,PRD581,Product 581,Health,3,716.59,0.12,0.08,22.48,2065.62,Cash on Delivery,Pending,3817 Main St,City16,OH,14853,USA
ORD100805,CUST6943,Customer 6943,customer6943@example.com,+1-555-8839,2023-09-14 10:00:00,PRD956,Product 956,Health,5,175.52,0.3,0.08,7.48,670.95,Debit Card,Processing,8890 Main St,City15,CA,66259,USA
ORD100806,CUST3257,Customer 3257,customer3257@example.com,+1-555-1932,2023-01-05 05:00:00,PRD978,Product 978,Home & Garden,9,639.84,0.09,0.08,22.57,5682.08,Credit Card,Delivered,4855 Main St,City26,NY,81002,USA
ORD100807,CUST9231,Customer 9231,customer9231@example.com,+1-555-3417,2023-05-12 12:00:00,PRD763,Product 763,Clothing,7,667.49,0.09,0.08,22.87,4614.93,Bank Transfer,Pending,3661 Main St,City6,OH,37123,USA
ORD100808,CUST4166,Customer 4166,customer4166@example.com,+1-555-6370,2023-10-23 16:00:00,PRD741,Product 741,Sports,1,925.95,0.21,0.08,18.11,808.13,Cash on Delivery,Processing,4758 Main St,City66,NY,59223,USA
ORD100809,CUST8001,Customer 8001,customer8001@example.com,+1-555-7473,2023-04-04 02:00:00,PRD280,Product 280,Automotive,6,349.56,0.09,0.08,24.47,2085.76,Cash on Delivery,Pending,1615 Main St,City99,GA,69328,USA
ORD100810,CUST5839,Customer 5839,customer5839@example.com,+1-555-7641,2023-01-24 05:00:00,PRD665,Product 665,Health,4,973.71,0.07,0.08,15.13,3927.11,Credit Card,Pending,1159 Main St,City70,FL,52764,USA
ORD100811,CUST1016,Customer 1016,customer1016@example.com,+1-555-8994,2023-07-28 11:00:00,PRD573,Product 573,Health,8,330.49,0.01,0.08,16.66,2843.54,Credit Card,Pending,2365 Main St,City6,IL,18760,USA
ORD100812,CUST2439,Customer 2439,customer2439@example.com,+1-555-3404,2023-02-13 17:00:00,PRD938,Product 938,Automotive,1,165.66,0.14,0.08,19.83,173.7,Credit Card,Cancelled,200 Main St,City60,OH,30114,USA
ORD100813,CUST7303,Customer 7303,customer7303@example.com,+1-555-7502,2023-01-29 19:00:00,PRD964,Product 964,Home & Garden,4,805.49,0.08,0.08,18.39,3219.73,PayPal,Pending,3266 Main St,City34,NC,19573,USA
ORD100814,CUST4629,Customer 4629,customer4629@example.com,+1-555-2618,2023-06-16 12:00:00,PRD701,Product 701,Books,8,409.44,0.29,0.08,16.19,2527.86,PayPal,Cancelled,9429 Main St,City35,MI,33487,USA
ORD100815,CUST1826,Customer 1826,customer1826@example.com,+1-555-5685,2023-05-31 07:00:00,PRD396,Product 396,Home & Garden,7,311.68,0.05,0.08,16.89,2255.38,Bank Transfer,Shipped,635 Main St,City32,FL,58151,USA
ORD100816,CUST2684,Customer 2684,customer2684@example.com,+1-555-4137,2023-03-26 06:00:00,PRD113,Product 113,Home & Garden,3,792.33,0.19,0.08,7.87,2087.26,Credit Card,Delivered,3049 Main St,City35,PA,68266,USA
ORD100817,CUST8507,Customer 8507,customer8507@example.com,+1-555-3278,2023-04-21 16:00:00,PRD851,Product 851,Automotive,3,993.6,0.17,0.08,18.9,2690.89,Bank Transfer,Pending,9483 Main St,City1,FL,21452,USA
ORD100818,CUST8268,Customer 8268,customer8268@example.com,+1-555-6433,2023-11-28 10:00:00,PRD304,Product 304,Sports,9,96.34,0.29,0.08,14.14,679.0,Bank Transfer,Pending,7656 Main St,City66,FL,27695,USA
ORD100819,CUST6611,Customer 6611,customer6611@example.com,+1-555-9277,2023-01-08 23:00:00,PRD647,Product 647,Sports,7,503.19,0.1,0.08,13.04,3436.74,Cash on Delivery,Processing,5431 Main St,City68,OH,98028,USA
ORD100820,CUST6989,Customer 6989,customer6989@example.com,+1-555-6985,2023-07-04 16:00:00,PRD497,Product 497,Sports,8,374.82,0.23,0.08,16.51,2510.11,Bank Transfer,Pending,8123 Main St,City91,GA,63408,USA
ORD100821,CUST4326,Customer 4326,customer4326@example.com,+1-555-6951,2023-03-17 12:00:00,PRD741,Product 741,Home & Garden,3,235.28,0.09,0.08,12.68,706.38,Bank Transfer,Delivered,7666 Main St,City16,OH,59547,USA
ORD100822,CUST9469,Customer 9469,customer9469@example.com,+1-555-6708,2023-07-30 07:00:00,PRD305,Product 305,Clothing,8,291.65,0.24,0.08,15.46,1930.55,PayPal,Shipped,5165 Main St,City72,NC,49837,USA
ORD100823,CUST9213,Customer 9213,customer9213@example.com,+1-555-3831,2023-09-11 00:00:00,PRD251,Product 251,Health,10,561.83,0.13,0.08,22.09,5301.04,PayPal,Shipped,4266 Main St,City83,FL,92226,USA
ORD100824,CUST5332,Customer 5332,customer5332@example.com,+1-555-8123,2023-10-16 04:00:00,PRD224,Product 224,Health,8,737.35,0.21,0.08,15.36,5048.22,Credit Card,Shipped,9252 Main St,City27,IL,83690,USA
ORD100825,CUST5954,Customer 5954,customer5954@example.com,+1-555-5696,2023-03-18 13:00:00,PRD429,Product 429,Clothing,2,498.19,0.17,0.08,17.21,910.37,Bank Transfer,Processing,6041 Main St,City59,NC,61630,USA
ORD100826,CUST5673,Customer 5673,customer5673@example.com,+1-555-5211,2023-08-03 06:00:00,PRD592,Product 592,Electronics,2,126.41,0.18,0.08,15.72,239.62,Debit Card,Pending,3770 Main St,City67,NC,41814,USA
ORD100827,CUST4036,Customer 4036,customer4036@example.com,+1-555-4201,2023-09-09 10:00:00,PRD963,Product 963,Health,3,77.1,0.19,0.08,11.28,213.62,Credit Card,Cancelled,4373 Main St,City79,TX,66221,USA
ORD100828,CUST5032,Customer 5032,customer5032@example.com,+1-555-7452,2023-08-26 14:00:00,PRD902,Product 902,Sports,7,887.29,0.27,0.08,13.46,4910.24,Credit Card,Pending,396 Main St,City68,GA,39692,USA
ORD100829,CUST8988,Customer 8988,customer8988@example.com,+1-555-8743,2023-04-18 00:00:00,PRD452,Product 452,Health,2,219.77,0.08,0.08,8.91,445.64,PayPal,Pending,4943 Main St,City16,NC,77362,USA
ORD100830,CUST1318,Customer 1318,customer1318@example.com,+1-555-7843,2023-06-07 01:00:00,PRD970,Product 970,Electronics,2,694.09,0.27,0.08,18.53,1112.97,Cash on Delivery,Pending,9447 Main St,City21,TX,31996,USA
ORD100831,CUST2554,Customer 2554,customer2554@example.com,+1-555-4588,2023-06-21 13:00:00,PRD199,Product 199,Toys,6,180.81,0.19,0.08,13.35,962.39,Cash on Delivery,Processing,3431 Main St,City18,NC,19129,USA
ORD100832,CUST7064,Customer 7064,customer7064@example.com,+1-555-6126,2023-05-27 15:00:00,PRD909,Product 909,Sports,3,800.62,0.16,0.08,12.07,2191.04,Cash on Delivery,Delivered,3161 Main St,City91,GA,36306,USA
ORD100833,CUST2227,Customer 2227,customer2227@example.com,+1-555-5323,2023-11-27 02:00:00,PRD377,Product 377,Electronics,8,664.34,0.22,0.08,23.51,4500.63,Credit Card,Delivered,249 Main St,City35,GA,76268,USA
ORD100834,CUST4337,Customer 4337,customer4337@example.com,+1-555-7515,2023-09-25 10:00:00,PRD957,Product 957,Health,1,497.45,0.21,0.08,14.21,438.63,PayPal,Shipped,1930 Main St,City74,NC,66191,USA
ORD100835,CUST9095,Customer 9095,customer9095@example.com,+1-555-7916,2023-04-20 18:00:00,PRD787,Product 787,Books,7,290.69,0.26,0.08,19.3,1645.54,Credit Card,Cancelled,874 Main St,City100,FL,90937,USA
ORD100836,CUST6958,Customer 6958,customer6958@example.com,+1-555-1088,2023-02-28 16:00:00,PRD492,Product 492,Books,1,352.8,0.11,0.08,17.38,356.49,PayPal,Cancelled,42 Main St,City99,PA,47179,USA
ORD100837,CUST5414,Customer 5414,customer5414@example.com,+1-555-2890,2023-07-27 21:00:00,PRD213,Product 213,Toys,10,638.36,0.11,0.08,11.65,6147.57,Bank Transfer,Shipped,3404 Main St,City4,TX,84305,USA
ORD100838,CUST5419,Customer 5419,customer5419@example.com,+1-555-3229,2023-02-11 15:00:00,PRD196,Product 196,Automotive,7,346.06,0.09,0.08,22.28,2403.03,Bank Transfer,Cancelled,4109 Main St,City47,OH,57520,USA
ORD100839,CUST9356,Customer 9356,customer9356@example.com,+1-555-2639,2023-06-02 14:00:00,PRD760,Product 760,Health,5,857.77,0.27,0.08,10.47,3391.8,Cash on Delivery,Cancelled,8275 Main St,City66,PA,30372,USA
ORD100840,CUST7386,Customer 7386,customer7386@example.com,+1-555-6777,2023-03-02 22:00:00,PRD857,Product 857,Books,2,507.74,0.06,0.08,22.49,1053.41,PayPal,Pending,3667 Main St,City78,PA,70481,USA
ORD100841,CUST7170,Customer 7170,customer7170@example.com,+1-555-6258,2023-12-05 23:00:00,PRD633,Product 633,Electronics,9,997.42,0.07,0.08,16.09,9032.37,Bank Transfer,Delivered,4833 Main St,City38,MI,40833,USA
ORD100842,CUST3056,Customer 3056,customer3056@example.com,+1-555-5118,2023-05-16 09:00:00,PRD646,Product 646,Home & Garden,1,708.59,0.23,0.08,8.98,598.24,Credit Card,Processing,9848 Main St,City88,PA,26517,USA
ORD100843,CUST2723,Customer 2723,customer2723@example.com,+1-555-4285,2023-01-01 12:00:00,PRD336,Product 336,Toys,9,635.12,0.27,0.08,22.02,4528.58,Debit Card,Processing,1208 Main St,City55,PA,75172,USA
ORD100844,CUST3669,Customer 3669,customer3669@example.com,+1-555-1837,2023-01-13 14:00:00,PRD534,Product 534,Sports,6,410.18,0.2,0.08,15.83,2142.2,Credit Card,Delivered,3097 Main St,City82,MI,51859,USA
ORD100845,CUST5884,Customer 5884,customer5884@example.com,+1-555-6942,2023-07-24 15:00:00,PRD166,Product 166,Toys,4,946.3,0.17,0.08,7.77,3400.82,PayPal,Pending,6053 Main St,City84,TX,87889,USA
ORD100846,CUST9436,Customer 9436,customer9436@example.com,+1-555-6306,2023-04-05 17:00:00,PRD606,Product 606,Electronics,7,47.3,0.2,0.08,7.31,293.38,PayPal,Delivered,1696 Main St,City42,PA,83167,USA
ORD100847,CUST3638,Customer 3638,customer3638@example.com,+1-555-1310,2023-12-30 06:00:00,PRD536,Product 536,Clothing,9,254.37,0.08,0.08,20.84,2295.52,Cash on Delivery,Shipped,5718 Main St,City56,GA,81679,USA
ORD100848,CUST4573,Customer 4573,customer4573@example.com,+1-555-1847,2023-05-06 00:00:00,PRD343,Product 343,Automotive,3,315.71,0.22,0.08,8.36,806.22,Bank Transfer,Shipped,1949 Main St,City48,NC,77879,USA
ORD100849,CUST8539,Customer 8539,customer8539@example.com,+1-555-4420,2023-05-08 14:00:00,PRD795,Product 795,Books,9,995.21,0.08,0.08,15.69,8915.26,PayPal,Processing,4835 Main St,City72,TX,79483,USA
ORD100850,CUST3090,Customer 3090,customer3090@example.com,+1-555-6365,2023-07-08 22:00:00,PRD708,Product 708,Sports,10,862.68,0.08,0.08,9.85,8581.44,Credit Card,Delivered,4756 Main St,City93,GA,48640,USA
ORD100851,CUST5993,Customer 5993,customer5993@example.com,+1-555-1541,2023-12-20 03:00:00,PRD854,Product 854,Home & Garden,3,903.06,0.24,0.08,19.69,2243.38,Debit Card,Pending,257 Main St,City25,FL,34032,USA
ORD100852,CUST2792,Customer 2792,customer2792@example.com,+1-555-2905,2023-11-22 16:00:00,PRD540,Product 540,Automotive,7,277.21,0.22,0.08,20.72,1655.37,Bank Transfer,Delivered,6868 Main St,City92,MI,50495,USA
ORD100853,CUST1819,Customer 1819,customer1819@example.com,+1-555-4396,2023-02-09 10:00:00,PRD605,Product 605,Clothing,5,187.18,0.24,0.08,6.31,774.5,Bank Transfer,Delivered,6974 Main St,City41,IL,64731,USA
ORD100854,CUST4734,Customer 4734,customer4734@example.com,+1-555-7875,2023-08-03 05:00:00,PRD547,Product 547,Electronics,2,108.78,0.29,0.08,8.68,175.51,Cash on Delivery,Cancelled,3090 Main St,City33,MI,17022,USA
ORD100855,CUST8923,Customer 8923,customer8923@example.com,+1-555-7480,2023-08-23 20:00:00,PRD421,Product 421,Books,2,804.02,0.07,0.08,17.64,1632.76,Cash on Delivery,Processing,2477 Main St,City37,MI,17936,USA
ORD100856,CUST8303,Customer 8303,customer8303@example.com,+1-555-7816,2023-06-03 20:00:00,PRD184,Product 184,Automotive,4,731.36,0.28,0.08,17.1,2291.92,Cash on Delivery,Shipped,6433 Main St,City26,TX,73234,USA
ORD100857,CUST9592,Customer 9592,customer9592@example.com,+1-555-1791,2023-02-16 03:00:00,PRD874,Product 874,Electronics,10,731.94,0.28,0.08,10.0,5701.57,Credit Card,Cancelled,9980 Main St,City68,NC,52260,USA
ORD100858,CUST4884,Customer 4884,customer4884@example.com,+1-555-3841,2023-07-28 14:00:00,PRD945,Product 945,Automotive,9,342.18,0.13,0.08,24.81,2918.42,Credit Card,Pending,137 Main St,City73,NC,61968,USA
ORD100859,CUST8022,Customer 8022,customer8022@example.com,+1-555-3118,2023-10-17 16:00:00,PRD151,Product 151,Sports,8,411.96,0.23,0.08,10.4,2751.09,Bank Transfer,Cancelled,3436 Main St,City53,NY,58339,USA
ORD100860,CUST9202,Customer 9202,customer9202@example.com,+1-555-7848,2023-06-03 14:00:00,PRD617,Product 617,Toys,10,289.02,0.23,0.08,8.73,2412.22,Bank Transfer,Processing,1571 Main St,City68,OH,32507,USA
ORD100861,CUST7330,Customer 7330,customer7330@example.com,+1-555-3494,2023-03-21 19:00:00,PRD175,Product 175,Home & Garden,6,774.01,0.06,0.08,18.29,4732.94,Bank Transfer,Pending,8771 Main St,City40,TX,10419,USA
ORD100862,CUST3816,Customer 3816,customer3816@example.com,+1-555-8346,2023-09-14 13:00:00,PRD281,Product 281,Books,9,55.01,0.14,0.08,23.01,482.85,Credit Card,Processing,9109 Main St,City73,MI,69113,USA
ORD100863,CUST3181,Customer 3181,customer3181@example.com,+1-555-2464,2023-10-16 12:00:00,PRD385,Product 385,Electronics,2,740.47,0.05,0.08,5.4,1524.84,Bank Transfer,Pending,3246 Main St,City61,IL,18378,USA
ORD100864,CUST9632,Customer 9632,customer9632@example.com,+1-555-7009,2023-01-16 09:00:00,PRD918,Product 918,Toys,2,252.45,0.06,0.08,19.08,531.65,Debit Card,Processing,8562 Main St,City32,CA,64594,USA
ORD100865,CUST3586,Customer 3586,customer3586@example.com,+1-555-5870,2023-05-12 14:00:00,PRD172,Product 172,Automotive,7,762.22,0.02,0.08,14.45,5661.59,Bank Transfer,Processing,8127 Main St,City67,CA,45582,USA
ORD100866,CUST5221,Customer 5221,customer5221@example.com,+1-555-3578,2023-01-25 22:00:00,PRD976,Product 976,Clothing,4,949.52,0.19,0.08,19.68,3342.24,PayPal,Pending,6833 Main St,City27,MI,23297,USA
ORD100867,CUST8668,Customer 8668,customer8668@example.com,+1-555-7191,2023-04-13 09:00:00,PRD851,Product 851,Books,7,92.45,0.26,0.08,5.38,522.58,Cash on Delivery,Delivered,2107 Main St,City87,IL,76750,USA
ORD100868,CUST9599,Customer 9599,customer9599@example.com,+1-555-2708,2023-12-17 12:00:00,PRD372,Product 372,Automotive,1,354.7,0.12,0.08,18.31,355.42,Bank Transfer,Pending,8192 Main St,City33,GA,35048,USA
ORD100869,CUST7941,Customer 7941,customer7941@example.com,+1-555-7040,2023-08-27 16:00:00,PRD301,Product 301,Electronics,4,671.25,0.07,0.08,10.93,2707.74,Debit Card,Processing,9796 Main St,City30,FL,78651,USA
ORD100870,CUST1069,Customer 1069,customer1069@example.com,+1-555-6942,2023-09-09 07:00:00,PRD349,Product 349,Clothing,10,635.72,0.16,0.08,22.12,5789.37,Credit Card,Processing,4533 Main St,City52,CA,91516,USA
ORD100871,CUST7068,Customer 7068,customer7068@example.com,+1-555-9057,2023-02-01 00:00:00,PRD590,Product 590,Books,2,466.7,0.09,0.08,19.65,937.0,Debit Card,Pending,3381 Main St,City24,IL,91405,USA
ORD100872,CUST4218,Customer 4218,customer4218@example.com,+1-555-9233,2023-12-31 12:00:00,PRD926,Product 926,Health,5,123.88,0.25,0.08,21.8,523.51,Debit Card,Pending,2792 Main St,City43,IL,95262,USA
ORD100873,CUST2001,Customer 2001,customer2001@example.com,+1-555-9659,2023-08-01 03:00:00,PRD773,Product 773,Sports,6,732.52,0.15,0.08,21.58,4056.3,PayPal,Shipped,1702 Main St,City19,FL,95223,USA
ORD100874,CUST7932,Customer 7932,customer7932@example.com,+1-555-9490,2023-05-21 17:00:00,PRD670,Product 670,Toys,6,530.46,0.08,0.08,21.36,3183.75,Debit Card,Delivered,9945 Main St,City4,PA,71502,USA
ORD100875,CUST2556,Customer 2556,customer2556@example.com,+1-555-5558,2023-12-02 17:00:00,PRD703,Product 703,Toys,3,912.11,0.06,0.08,6.31,2784.23,PayPal,Delivered,1827 Main St,City39,TX,84493,USA
ORD100876,CUST2945,Customer 2945,customer2945@example.com,+1-555-4772,2023-09-02 15:00:00,PRD250,Product 250,Home & Garden,8,165.75,0.24,0.08,20.94,1109.32,Credit Card,Cancelled,7548 Main St,City43,NY,77253,USA
ORD100877,CUST3100,Customer 3100,customer3100@example.com,+1-555-3716,2023-04-14 16:00:00,PRD591,Product 591,Health,4,240.66,0.19,0.08,12.04,854.16,PayPal,Pending,7167 Main St,City45,GA,22165,USA
ORD100878,CUST4747,Customer 4747,customer4747@example.com,+1-555-2518,2023-01-24 11:00:00,PRD227,Product 227,Toys,8,855.93,0.09,0.08,21.2,6750.86,PayPal,Delivered,7192 Main St,City19,CA,16372,USA
ORD100879,CUST8605,Customer 8605,customer8605@example.com,+1-555-8604,2023-10-14 05:00:00,PRD485,Product 485,Books,10,868.9,0.26,0.08,15.65,6959.9,Credit Card,Pending,4008 Main St,City49,TX,99438,USA
ORD100880,CUST4493,Customer 4493,customer4493@example.com,+1-555-1278,2023-10-05 18:00:00,PRD148,Product 148,Sports,9,980.73,0.02,0.08,12.36,9354.4,Credit Card,Pending,3347 Main St,City6,TX,23808,USA
ORD100881,CUST6159,Customer 6159,customer6159@example.com,+1-555-7429,2023-10-24 16:00:00,PRD923,Product 923,Sports,4,207.51,0.05,0.08,19.46,871.08,Debit Card,Delivered,7969 Main St,City68,NC,29024,USA
ORD100882,CUST5782,Customer 5782,customer5782@example.com,+1-555-7141,2023-05-30 05:00:00,PRD693,Product 693,Home & Garden,8,835.72,0.28,0.08,10.8,5209.65,Credit Card,Delivered,329 Main St,City68,PA,79284,USA
ORD100883,CUST6018,Customer 6018,customer6018@example.com,+1-555-1907,2023-10-03 12:00:00,PRD511,Product 511,Sports,2,130.61,0.06,0.08,10.82,276.01,Credit Card,Delivered,8308 Main St,City87,PA,65633,USA
